id,name,minPrice,maxPrice,typologies,minSaleableArea,maxSaleableArea,micromarket,possessionDate,propscore,popularity,projectStatus,city,slug,image,type,developerId,developerName,landArea,micromarketId,alt,latitude,longitude,metroProximity,developerGrade,petPark,squash,pharmacy,basketball,heatedPool,unitDensity,micromarketPriceAverage
153,Casagrand Zaiden,9219999,9527332,['2BHK'],1230,1271,Kanakapura Road,2026-03-22T13:00:00.000Z,2.64,Z,soldOut,Bengaluru,casagrand-zaiden-kanakapura-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/153-casagrand-zaiden-kanakapura-road/views-2.webp,Apartment,20,Casagrand Builder Private Limited,3.68,83,Casagrand Zaiden Kanakapura Road Bengaluru Views,12.868241310119627,77.52499389648438,1.91,B,1,0,0,0,0,78,12276
155,DNR Casablanca,9045400,9293900,['2BHK'],1274,1309,Mahadevapura,2022-06-29T13:00:00.000Z,2.64,Z,soldOut,Bengaluru,dnr-casablanca-mahadevapura,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/155-dnr-casablanca-mahadevapura/views-2.webp,Apartment,32,DNR Group,2.29,36,DNR Casablanca Mahadevapura Bengaluru Views,12.994207382202148,77.68922424316406,4.54,B,1,0,0,1,0,86,14975
162,Poorvi Enchanting,8301250,9577250,"['2BHK', '3BHK']",1145,1321,Sarjapur Road,2024-11-24T13:00:00.000Z,2.64,Z,soldOut,Bengaluru,poorvi-enchanting-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/162-poorvi-enchanting-sarjapur-road/views-2.webp,Apartment,136,Poorvi Infinite,1.1,68,Poorvi Enchanting Sarjapur Road Bengaluru Views,12.889172554016112,77.69585418701172,2.89,D,0,1,0,0,0,90,11384
203,The Retreat ,5780000,5780000,['Square'],1200,1200,Devanahalli,2020-12-29T13:00:00.000Z,2.63,Z,available,Bengaluru,the-retreat-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/203-the-retreat-devanahalli/views-2.webp,Plot,140,Sri Satya Sai Developers,8.73,17,The Retreat  Devanahalli Bengaluru Views,13.191201210021973,77.62532043457031,4.47,D,1,1,0,0,0,7,6822
315,Manyata Midlands,7055999,7055999,['Square'],2400,2400,Anekal,2027-11-30T13:00:00.000Z,2.63,Z,soldOut,Bengaluru,manyata-midlands-anekal,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/315-manyata-midlands-anekal/views-2.webp,Plot,134,Manyata Developers,29.06,91,Manyata Midlands Anekal Bengaluru Views,12.682663917541504,77.72518157958984,16.09,B,1,1,0,0,0,17,5217
631,Godrej Aravya Estate,6600000,8250000,['Square'],1200,1500,Doddaballapur Road,2030-10-30T18:30:00.000Z,2.63,Z,available,Bengaluru,godrej-aravya-estate-doddaballapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/631-godrej-aravya-estate-doddaballapur-road/views-aerialView-0.jpeg,Plot,3,Godrej Properties Limited,47.57,108,Godrej Aravya Estate Doddaballapur Road Bengaluru Views,13.3938257,77.4850913,37.91,G,0,0,0,1,0,14,6911
70,Subram Jade Gardens,5644129,9739043,"['1.5BHK', '1BHK', '2BHK']",721,1308,Yeshwanthpur,2024-08-30T13:00:00.000Z,2.57,Z,soldOut,Bengaluru,subram-jade-gardens-yeshwanthpur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/70-subram-jade-gardens-yeshwanthpur/views-2.webp,Apartment,58,Subram Builders,3.0,106,Subram Jade Gardens Yeshwanthpur Bengaluru Views,13.04057502746582,77.49406433105469,3.4,D,0,1,0,0,0,47,15917
174,Sattva Aeropolis,5771500,9816400,"['1BHK', '2BHK', '3BHK']",595,1012,Airport Bellari Road,2026-07-08T13:00:00.000Z,2.57,Z,soldOut,Bengaluru,sattva-aeropolis-airportbellari-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/174-sattva-aeropolis-airportbellari-road/views-2.webp,Apartment,14,Sattva Group,10.32,20,Sattva Aeropolis Airport Bellari Road Bengaluru Views,13.212916374206545,77.67326354980469,4.88,A,1,1,0,1,0,97,11642
264,Casagrand Keatsway,6856919,9984000,"['1BHK', '2BHK']",796,1248,HBR Layout,2026-11-04T13:00:00.000Z,2.57,Z,soldOut,Bengaluru,casagrand-keatsway-hbr-layout,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/264-casagrand-keatsway-hbr-layout/views-2.webp,Apartment,20,Casagrand Builder Private Limited,3.7,26,Casagrand Keatsway HBR Layout Bengaluru Views,13.049535751342772,77.63822174072266,2.18,B,1,0,0,0,0,77,10462
5,Ajmera Lugaano - AB Wing,6509259,9500000,"['1BHK', '2BHK']",666,972,Yelahanka,2025-09-29T13:00:00.000Z,2.5,Z,available,Bengaluru,ajmera-lugaano-ab-wing-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/5-ajmera-lugaano-ab-wing-yelahanka/Views-2.webp,Apartment,30,Ajmera Realty & Infra Limited,10.2,11,Ajmera Lugaano - AB Wing Yelahanka Bengaluru Views,13.110486030578612,77.55860137939453,7.0,C,0,1,0,0,0,89,10894
65,Rohan Upavan Phase 3,7006000,8339400,"['1.5BHK', '1BHK']",620,738,Hennur,2024-06-29T13:00:00.000Z,2.5,Z,soldOut,Bengaluru,rohan-upavan-phase-3-hennur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/65-rohan-upavan-phase-3-hennur/views-2.webp,Apartment,24,Rohan Developers,13.215,16,Rohan Upavan Phase 3 Hennur Bengaluru Views,13.05620002746582,77.6612319946289,7.43,B,1,0,0,1,0,76,10610
237,Sattva Bliss,5460000,9600000,"['1BHK', '2BHK', '3BHK']",546,960,Budigere Cross,2027-08-20T18:30:00.000Z,2.5,Z,available,Bengaluru,sattva-bliss-budigere-cross,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/237-sattva-bliss-budigere-cross/views-2.webp,Apartment,14,Sattva Group,3.32,62,Sattva Bliss Budigere Cross Bengaluru Views,13.06307601928711,77.74603271484375,13.21,A,0,0,0,1,0,102,10516
557,Sowparnika Rhythm Of Rain,5124301,9420000,"['1BHK', '2BHK']",551,942,Soukya Road,2032-01-14T18:30:00.000Z,2.5,Z,available,Bengaluru,sowparnika-rhythm-of-rain-soukya-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/557-sowparnika-rhythm-of-rain-soukya-road/views-3DRender-2.webp,Apartment,26,Sowparnika,6.33,63,Sowparnika Rhythm Of Rain Soukya Road Bengaluru Views,12.985682936143302,77.79411971569061,6.96,C,0,1,0,1,0,115,10896
676,Embassy Verde Phase 2,6430700,7094100,['1BHK'],601,663,Devanahalli,2031-06-30T00:00:00.000Z,2.5,Z,available,Bengaluru,embassy-verde-phase-2,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/676-embassy-verde-phase-2/views-media-1772972904092-0.png,Apartment,21,Embassy Group,4.77,17,Embassy Verde Phase 2 Devanahalli Bengaluru Views,13.207266,77.614553,6.94,A,1,0,0,1,0,147,9452
35,Concorde Spring Meadows,8392800,9352200,['2BHK'],1076,1199,Jalahalli,2023-07-29T13:00:00.000Z,2.43,Z,soldOut,Bengaluru,concorde-spring-meadows-hesaraghatta-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/35-concorde-spring-meadows-hesaraghatta-road/views-2.webp,Apartment,31,Concorde Group,3.47,107,Concorde Spring Meadows Jalahalli Bengaluru Views,13.064922332763672,77.50473022460938,3.06,C,0,0,0,0,0,103,12216
79,Sai Kalyan Water Edge,8010960,9931919,"['2BHK', '3BHK']",1151,1427,Yelahanka,2027-12-30T13:00:00.000Z,2.43,Z,soldOut,Bengaluru,sai-kalyan-water-edge-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/79-sai-kalyan-water-edge-yelahanka/views-2.webp,Apartment,55,Sai Kalyan Developers,4.87,11,Sai Kalyan Water Edge Yelahanka Bengaluru Views,13.413310050964355,77.36580657958984,51.02,D,0,0,0,0,0,99,10894
94,Ahad Serenity,7544700,8857700,['1BHK'],747,877,Sarjapur Road,2024-06-29T13:00:00.000Z,2.43,Z,soldOut,Bengaluru,ahad-serenity-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/94-ahad-serenity-sarjapur-road/views-2.webp,Apartment,64,Ahad Builders,7.9,68,Ahad Serenity Sarjapur Road Bengaluru Views,12.881694793701172,77.67828369140625,3.7,C,0,0,0,1,0,78,11384
249,Provident Ecopolitian ,6600000,6600000,['1BHK'],600,600,Bagalur,2027-09-29T13:00:00.000Z,2.43,Z,soldOut,Bengaluru,provident-ecopolitian-bagalur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/249-provident-ecopolitian-bagalur/views-2.webp,Apartment,19,Provident Housing,10.0,18,Provident Ecopolitian  Bagalur Bengaluru Views,13.147517204284668,77.68135070800781,8.96,A,1,1,0,1,0,154,9166
417,Pride Vatika,6480002,8100000,['Square'],1200,1500,Jigani,2023-12-30T13:00:00.000Z,2.38,Z,available,Bengaluru,pride-vatika-jigani,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/417-pride-vatika-jigani/views-2.webp,Plot,129,Pride Developers,21.57,93,Pride Vatika Jigani Bengaluru Views,12.784838676452637,77.60755157470703,12.69,C,1,0,0,1,0,14,7148
97,Royal Tulip Villas,9000000,9000000,['3BHK'],1900,1900,Chikka Tirupathi,2024-08-29T13:00:00.000Z,2.36,Z,available,Bengaluru,royal-tulip-villas-chikka-tirupathi,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/97-royal-tulip-villas-chikka-tirupathi/views-2.webp,Villa,88,Whitehill Properties,15.0,75,Royal Tulip Villas Chikka Tirupathi Bengaluru Views,12.87024211883545,77.81787872314453,5.0,D,1,1,0,1,0,23,9591
186,Shriram WYT Field Phase 2,6762000,9706000,"['2.5BHK', '2BHK']",735,1055,Budigere Cross,2026-08-04T13:00:00.000Z,2.36,Z,soldOut,Bengaluru,shriram-wyt-field-phase-2-budigere-cross,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/186-shriram-wyt-field-phase-2-budigere-cross/views-2.webp,Apartment,9,Shriram Properties,11.4,62,Shriram WYT Field Phase 2 Budigere Cross Bengaluru Views,13.071001052856444,77.74634552001953,17.17,B,1,0,1,1,0,112,10516
590,Winds Of Change By Ckpc,7000000,7000000,['1BHK'],689,689,Yelahanka,2029-03-29T18:30:00.000Z,2.36,Z,available,Bengaluru,winds-of-change-by-ckpc-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/0-winds-of-change-by-ckpc-yelahanka/views-amenities-0.jpeg,Apartment,230,CKPC,7.5,11,Winds Of Change By Ckpc Yelahanka Bengaluru Views,13.1422369579124,77.56610064044285,8.12,C,1,0,0,1,0,58,10894
49,Newyork by Manjeera,9000000,9000000,['2BHK'],1250,1250,Yelahanka,2025-01-06T13:00:00.000Z,2.29,Z,soldOut,Bengaluru,newyork-by-manjeera-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/49-newyork-by-manjeera-yelahanka/views-2.webp,Apartment,51,Manjeera,3.6,11,Newyork by Manjeera Yelahanka Bengaluru Views,13.092232704162598,77.59447479248047,2.16,C,0,1,0,0,0,103,10894
117,Brigade Horizon,5104500,8701322,"['1BHK', '2BHK']",615,1064,Mysore Road,2026-12-30T13:00:00.000Z,2.29,Z,available,Bengaluru,brigade-horizon-mysore-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/117-brigade-horizon-mysore-road/views-2.webp,Apartment,10,Brigade Group,5.0,98,Brigade Horizon Mysore Road Bengaluru Views,12.88785171508789,77.45228576660156,6.2,G,0,0,0,0,0,61,15412
168,Macasa Emerald,8094000,8496477,"['2.5BHK', '2BHK']",1039,1088,Sarjapur Road,2026-12-30T13:00:00.000Z,2.29,Z,soldOut,Bengaluru,macasa-emerald-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/168-macasa-emerald-sarjapur-road/views-2.webp,Apartment,107,Mana Projects,1.93,68,Macasa Emerald Sarjapur Road Bengaluru Views,12.890528678894045,77.69583129882812,2.88,B,1,0,0,1,0,105,11384
570,Sparkle Atmos,5000000,7313145,"['2BHK', '3BHK']",881,1445,Anekal,2028-12-30T18:30:00.000Z,2.29,Z,available,Bengaluru,sparkle-atmos-anekal,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/570-sparkle-atmos-anekal/views-3DRender-0.webp,Apartment,224,Sparkle Realty,2.0,91,Sparkle Atmos Anekal Bengaluru Views,12.7393392,77.70085089999999,8.6,D,0,0,0,0,0,63,8941
583,Urbanize Indian Springs,6037000,6037000,['Square'],600,600,Electronic City,2026-12-30T18:30:00.000Z,2.25,Z,available,Bengaluru,urbanize-indian-springs-electronic-city,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/583-urbanize-indian-springs-electronic-city/views-entrance-1.webp,Plot,229,Urbanize Group,13.0,80,Urbanize Indian Springs Electronic City Bengaluru Views,12.8197634,77.6360921,6.65,C,1,1,0,0,1,16,7148
31,GM North Enclave,5444998,5444998,['3BHK'],990,990,Thanisandra Road,2024-04-29T13:00:00.000Z,2.21,Z,soldOut,Bengaluru,gm-north-enclave-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/31-gm-north-enclave-thanisandra-road/views-2.webp,Apartment,13,GM Developers,3.8,13,GM North Enclave Thanisandra Road Bengaluru Views,13.08405303955078,77.63436126708984,5.3,D,0,0,0,0,0,176,11033
41,LGCL Happy Days - Phase 2,5899999,5899999,['2BHK'],905,905,Hennur,2022-09-29T13:00:00.000Z,2.21,Z,soldOut,Bengaluru,lgcl-happy-days-phase-2-hennur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/41-lgcl-happy-days-phase-2-hennur/views-2.webp,Apartment,22,Lalith Gangadhar Constructions Private Limited,3.075,16,LGCL Happy Days - Phase 2 Hennur Bengaluru Views,12.957178115844728,77.69898986816406,6.08,D,0,0,0,1,0,77,10610
328,Inspira Tropical Garden,9082327,9830379,['2BHK'],1117,1209,Electronic City,2026-06-29T13:00:00.000Z,2.21,Z,available,Bengaluru,inspira-tropical-garden-electronic-city,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/328-inspira-tropical-garden-electronic-city/views-2.webp,Apartment,171,Inspira Tropical Garden LLP,1.72,80,Inspira Tropical Garden Electronic City Bengaluru Views,12.84465503692627,77.68775177001953,2.9,C,0,0,0,0,0,105,9654
78,Shriram Suvilas Palms,7117500,9412500,"['2.5BHK', '2BHK', '3BHK']",949,1255,Jalahalli,2026-03-30T13:00:00.000Z,2.14,Z,soldOut,Bengaluru,shriram-suvilas-palms-jalahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/78-shriram-suvilas-palms-jalahalli/views-2.webp,Apartment,9,Shriram Properties,6.29,107,Shriram Suvilas Palms Jalahalli Bengaluru Views,13.071084022521973,77.52135467529297,4.28,B,1,1,0,0,0,105,12216
370,Esteem South Park,9070535,9571977,['2BHK'],814,859,Bannerghatta Road,2026-12-30T13:00:00.000Z,2.14,Z,available,Bengaluru,esteem-south-park-bannerghatta-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/370-esteem-south-park-bannerghatta-road/views-2.webp,Apartment,183,Esteem Developers,4.0,81,Esteem South Park Bannerghatta Road Bengaluru Views,12.86171817779541,77.58882904052734,0.73,C,1,0,0,1,0,103,12271
76,Vaishnavi Serene,5232640,8500000,"['1BHK', '2BHK', '3BHK']",640,1060,Yelahanka,2023-09-29T13:00:00.000Z,2.0,Z,soldOut,Bengaluru,vaishnavi-serene-yelahanka,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/76-vaishnavi-serene-yelahanka/views-2.webp,Apartment,59,Vaishnavi Group,10.8,11,Vaishnavi Serene Yelahanka Bengaluru Views,13.124924659729004,77.5679931640625,6.21,B,0,1,0,1,0,83,10894
360,Shriram Liberty Square,6030000,7120500,"['2BHK', '3BHK']",860,1010,Electronic City,2024-11-13T13:00:00.000Z,2.0,Z,available,Bengaluru,shriram-liberty-square-electronic-city,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/360-shriram-liberty-square-electronic-city/views-2.webp,Apartment,9,Shriram Properties,6.0,80,Shriram Liberty Square Electronic City Bengaluru Views,12.832745552062988,77.70263671875,4.07,B,0,0,0,1,0,107,9654
390,V-Regaliaa,8798597,9801000,"['2BHK', '3BHK']",1170,1310,Krishnarajapuram,2024-09-29T13:00:00.000Z,2.0,Z,soldOut,Bengaluru,v-regaliaa-ramamurthy-nagar,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/390-v-regaliaa-ramamurthy-nagar/views-2.webp,Apartment,8,Adarsh Developers,1.23,32,V-Regaliaa Krishnarajapuram Bengaluru Views,13.02589988708496,77.6624984741211,5.69,A,0,0,0,0,0,67,10498
17,Brigade Bricklane,7293000,7557000,['1BHK'],663,687,Kogilu,2022-09-29T13:00:00.000Z,1.93,Z,soldOut,Bengaluru,brigade-bricklane-kogilu,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/17-brigade-bricklane-kogilu/views-2.webp,Apartment,10,Brigade Group,7.78,15,Brigade Bricklane Kogilu Bengaluru Views,13.10080623626709,77.63204956054688,3.88,G,0,0,0,0,0,96,10983
343,DSR Green Water,9492618,9492618,['2BHK'],1004,1004,Varthur,2025-03-14T13:00:00.000Z,1.93,Z,soldOut,Bengaluru,dsr-green-water-varthur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/343-dsr-green-water-varthur/views-2.webp,Apartment,40,DSR Infrastructure Private Limited,1.5,34,DSR Green Water Varthur Bengaluru Views,12.917855262756348,77.71676635742188,3.09,B,1,0,0,1,0,84,12043
381,Sowparnika Euphoria In The East,5328678,9847770,"['1BHK', '2BHK']",540,998,Soukya Road,2031-05-30T13:00:00.000Z,1.93,Z,available,Bengaluru,sowparnika-euphoria-in-the-east-whitefield,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/381-sowparnika-euphoria-in-the-east-whitefield/views-2.webp,Apartment,26,Sowparnika,7.96,63,Sowparnika Euphoria In The East Soukya Road Bengaluru Views,13.025687217712402,77.7849349975586,9.72,C,0,1,0,1,0,138,10896
293,RAK Felicity,6000000,7500000,['Square'],1200,1500,Devanahalli,2024-06-29T13:00:00.000Z,1.88,Z,soldOut,Bengaluru,rak-felicity-devanahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/293-rak-felicity-devanahalli/views-2.webp,Plot,156,RAK Developers,15.45,17,RAK Felicity Devanahalli Bengaluru Views,13.266260147094728,77.72701263427734,11.83,D,1,1,0,0,0,19,6822
19,Brigade Parkside North,5005603,8915449,"['1BHK', '2BHK']",711,1268,Jalahalli,2022-09-29T13:00:00.000Z,1.86,Z,soldOut,Bengaluru,brigade-parkside-north-jalahalli,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/19-brigade-parkside-north-jalahalli/views-2.webp,Apartment,10,Brigade Group,5.3,107,Brigade Parkside North Jalahalli Bengaluru Views,13.068522453308104,77.5297622680664,4.51,G,0,1,1,0,0,82,12216
96,Nambiar Millennia ,5678000,7800000,"['1.5BHK', '2.5BHK', '2BHK']",668,930,Sarjapur Road,2026-11-29T13:00:00.000Z,1.86,Z,available,Bengaluru,nambiar-millennia-sarjapur-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/96-nambiar-millennia-sarjapur-road/views-2.webp,Apartment,29,Nambiar Builders,3.8,68,Nambiar Millennia  Sarjapur Road Bengaluru Views,12.840664863586426,77.73049926757812,7.16,B,0,0,0,0,0,114,11384
99,Aratt Amora,6200000,6596000,"['3BHK', '4BHK']",1770,1883,Jigani,2019-07-30T13:00:00.000Z,1.86,Z,soldOut,Bengaluru,aratt-amora-jigani,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/99-aratt-amora-jigani/views-2.webp,Row House,37,Aratt Builders,9.5,93,Aratt Amora Jigani Bengaluru Views,12.75840187072754,77.67254638671875,8.9,C,0,0,0,0,0,17,10479
377,Living Harmony,8316000,9711000,['2BHK'],924,1079,Varthur,2024-11-03T13:00:00.000Z,1.86,Z,soldOut,Bengaluru,living-harmony-varthur,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/377-living-harmony-varthur/views-2.webp,Apartment,185,Nagamani Construction,1.17,34,Living Harmony Varthur Bengaluru Views,12.954390525817873,77.7252197265625,4.51,D,0,0,0,1,0,100,12043
392,Suraksha Springs,8567040,9567863,['2BHK'],1070,1195,Bannerghatta Road,2027-03-14T13:00:00.000Z,1.86,Z,soldOut,Bengaluru,suraksha-springs-bannerghatta-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/392-suraksha-springs-bannerghatta-road/views-2.webp,Apartment,163,Suraksha Groups,2.17,81,Suraksha Springs Bannerghatta Road Bengaluru Views,12.862200736999512,77.61463165283203,4.5,D,0,0,0,1,0,83,12271
572,Lvs Greenwoods,8424000,9750000,['2BHK'],1080,1250,Budigere Cross,2027-06-29T18:30:00.000Z,1.86,Z,available,Bengaluru,lvs-greenwoods-budigere-cross,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/572-lvs-greenwoods-budigere-cross/views-entrance-0.webp,Apartment,226,LVS Builders LLP,1.9,62,Lvs Greenwoods Budigere Cross Bengaluru Views,13.037675355900744,77.70713567733765,8.03,D,1,0,0,0,0,73,10516
69,Sobha Dream Gardens Phase 4 – Wing 1 and 2,7458000,7458000,['1BHK'],678,678,Thanisandra Road,2025-11-27T13:00:00.000Z,1.79,Z,soldOut,Bengaluru,sobha-dream-gardens-phase-4-wing-1-and-2-thanisandra-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/69-sobha-dream-gardens-phase-4-wing-1-and-2-thanisandra-road/views-2.webp,Apartment,6,Sobha Limited,3.65,13,Sobha Dream Gardens Phase 4 – Wing 1 and 2 Thanisandra Road Bengaluru Views,13.55482006072998,77.38285064697266,66.44,G,0,1,0,1,0,437,11033
90,Sowparnika Ashiyana Phase 2,5000000,8404764,"['2BHK', '3BHK']",630,1059,Hoskote,2025-06-29T13:00:00.000Z,1.57,Z,soldOut,Bengaluru,sowparnika-ashiyana-phase-2-hoskote,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/90-sowparnika-ashiyana-phase-2-hoskote/views-2.webp,Apartment,26,Sowparnika,4.37,59,Sowparnika Ashiyana Phase 2 Hoskote Bengaluru Views,12.98430347442627,77.79505920410156,6.84,C,1,0,0,1,0,179,10984
184,Provident Capella 2,6942700,8130900,"['2.5BHK', '2BHK']",879,1106,Soukya Road,2025-06-29T13:00:00.000Z,1.57,Z,available,Bengaluru,provident-capella-2-soukya-road,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/184-provident-capella-2-soukya-road/views-2.webp,Apartment,19,Provident Housing,5.0,63,Provident Capella 2 Soukya Road Bengaluru Views,12.993435859680176,77.805908203125,7.66,A,1,0,0,1,0,153,10896
336,Grand Icon 3,7500049,10000000,['Square'],1200,1500,Bommasandra,2026-04-29T13:00:00.000Z,1.5,Z,available,Bengaluru,grand-icon-3-bommasandra,https://d1zk2x7mtoyb2b.cloudfront.net/ProjectImages/336-grand-icon-3-bommasandra/views-2.webp,Plot,1,Ozone,4.9,79,Grand Icon 3 Bommasandra Bengaluru Views,12.80203342437744,77.67999267578125,3.66,D,1,0,0,1,0,16,7148
